"","EC","ARS","BQF","BQS","BQS1","BR1F","BRF1","BRF2","BRS1","BRS2","CYF","CYS","EPF","EPS","ESF9","ETS","FAS","MTF","PBS","PFF","PFS","PGF","PGS","PLS","QH2F","QHS1","QHS2","QNF","QNS","RSF","RSS","RVF","SIF","SIS","SLF","SLS","TCF","TCS"
"462","2.4.1.157",NA,NA,2,NA,5,NA,2,1,2,3,3,5,5,5,1,NA,3,2,1,2,NA,1,NA,NA,NA,1,1,1,6,NA,NA,1,NA,3,NA,8,2
"463","2.4.1.161",NA,2,NA,NA,6,620,254,12,3,6,8,NA,13,25,NA,NA,92,NA,32,24,91,6,2,132,2504,107,15,6,22,17,1,7,16,NA,NA,11,NA
"464","2.4.1.18",1920,7,624,NA,2386,1592,1465,2734,5586,2952,7052,3191,5606,3756,2442,4474,3536,1972,4854,2327,1241,6823,1150,12037,26201,2920,4360,6329,2840,2236,628,4970,5523,2718,840,2895,1211
"465","2.4.1.180",9,NA,NA,NA,34,107,39,1,3,10,10,10,11,6,3,19,3,2,17,4,11,5,4,2,27,4,11,17,18,2,9,5,14,9,2,11,1
"466","2.4.1.20",53,1,292,1,171,88,406,111,1608,102,101,453,2268,198,535,2049,223,16,1369,780,261,3948,109,125,29,392,437,585,1412,2410,125,153,2094,475,859,370,342
"467","2.4.1.21",305,NA,34,NA,135,52,63,67,315,144,375,71,178,37,126,213,163,16,184,56,38,630,30,25,90,35,265,179,295,142,63,17,217,177,52,227,56
"468","2.4.1.211",18,NA,NA,NA,2,1,NA,NA,NA,NA,NA,3,1,32,NA,NA,6,2,8,9,5,32,1,2,NA,NA,NA,1,NA,3,3,13,2,3,NA,13,1
"469","2.4.1.213",5,2,NA,NA,27,15,30,6,22,59,231,6,13,10,9,51,36,192,20,9,NA,29,9,4,2,7,6,19,4,4,10,20,9,33,19,25,9
"470","2.4.1.245",176,8,26,20,271,122,243,559,700,326,632,193,452,27,331,787,455,39,201,39,17,198,30,19,96,43,135,261,478,253,181,30,124,274,183,160,57
"471","2.4.1.247",NA,NA,16,NA,11,8,5,NA,3,NA,6,4,26,29,3,NA,NA,NA,26,3,17,104,NA,NA,NA,NA,13,7,18,40,4,8,1,5,6,7,NA
"472","2.4.1.25",NA,NA,1,NA,6,NA,2,2,5,NA,5,4,2,NA,1,1,1,NA,7,3,NA,1,1,NA,18,NA,1,3,NA,NA,NA,NA,NA,1,NA,5,2
"473","2.4.1.250",150,2,35,NA,206,121,85,340,455,186,287,123,226,34,166,429,249,19,191,76,58,287,87,11,504,44,326,207,264,160,58,10,222,196,41,351,113
"474","2.4.1.266",137,NA,34,NA,411,213,149,777,623,494,970,138,543,36,151,1097,340,11,360,93,18,595,32,37,1162,99,214,159,266,224,126,15,323,268,149,406,147
"475","2.4.1.268",6,NA,7,NA,146,65,102,268,347,91,397,41,230,3,184,392,160,5,56,20,13,145,19,22,669,22,15,14,46,63,27,4,110,101,78,61,56
"476","2.4.1.270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2.4.1.278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"478","2.4.1.279",2,NA,26,NA,27,12,13,40,44,12,17,15,32,8,13,65,24,NA,53,14,24,139,7,1,244,1,13,20,41,30,7,4,31,23,8,21,19
"479","2.4.1.281",8,NA,96,NA,114,35,129,50,144,257,76,99,680,91,259,167,66,12,497,331,98,1454,20,80,NA,151,255,242,474,1066,65,54,424,135,74,110,137
"480","2.4.1.282",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,1,NA,NA,NA,NA
"481","2.4.1.287",4,NA,8,NA,10,2,2,1,2,4,13,NA,10,2,NA,NA,6,2,3,2,NA,4,7,NA,2,NA,11,14,18,1,5,2,4,3,NA,22,14
"482","2.4.1.288",NA,NA,2,NA,3,4,8,NA,5,NA,8,16,32,5,1,2,16,NA,18,4,NA,7,4,NA,1,NA,21,52,34,10,10,2,6,6,NA,98,10
"483","2.4.1.289",12,NA,2,NA,22,11,10,28,37,31,19,17,30,11,12,52,11,2,18,4,3,34,5,3,68,9,32,49,44,14,19,1,15,25,5,35,15
"484","2.4.1.290",3,NA,NA,NA,NA,NA,1,NA,5,NA,1,NA,NA,NA,3,25,NA,NA,4,1,NA,NA,NA,NA,NA,NA,1,NA,3,1,NA,NA,1,NA,5,NA,NA
"485","2.4.1.291",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,5,NA,NA,1,NA,NA,NA,NA,1,NA,1,131,NA,3,1,NA,2,NA,1,NA,2,NA,1,NA,NA
"486","2.4.1.292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2.4.1.293",1,NA,NA,NA,1,NA,3,NA,5,NA,NA,NA,1,1,NA,2,NA,NA,NA,1,NA,NA,NA,2,17,4,2,1,NA,NA,4,1,7,1,2,NA,NA
"488","2.4.1.315",NA,NA,NA,NA,1,2,16,NA,NA,5,NA,NA,1,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,10,2,NA,2,NA,2,NA
"489","2.4.1.319",NA,NA,29,NA,40,12,37,65,141,18,14,65,184,25,31,130,23,1,68,39,14,293,14,11,54,26,18,24,129,168,5,14,366,64,90,33,24
"490","2.4.1.320",NA,NA,26,NA,21,4,29,29,44,8,13,84,113,10,21,58,16,NA,34,14,5,137,1,14,82,38,20,13,55,64,4,12,445,30,28,16,11
"491","2.4.1.321",16,NA,1,NA,6,159,264,1,NA,NA,10,3,NA,6,10,NA,37,NA,68,63,20,66,NA,1,1,1,52,10,53,NA,9,13,2,36,NA,45,4
"492","2.4.1.325",NA,NA,NA,NA,32,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,5,NA,8,NA,4,4,NA,NA,NA,9,NA
"493","2.4.1.329",21,NA,5,NA,13,20,7,12,8,21,41,53,291,42,32,41,10,NA,139,35,17,124,NA,64,2,148,67,35,124,343,8,16,393,20,6,11,4
"494","2.4.1.332",NA,NA,NA,NA,12,5,10,27,21,40,15,6,10,1,1,41,11,NA,6,3,1,9,2,10,141,15,NA,2,2,6,1,1,21,19,6,10,9
"495","2.4.1.333",5,NA,2,NA,14,10,39,8,60,2,56,45,30,6,11,12,3,1,28,19,6,68,15,49,NA,106,35,42,33,8,4,12,3,19,NA,19,3
"496","2.4.1.57",117,NA,22,NA,111,56,52,184,294,82,152,88,184,28,77,156,66,30,118,27,18,248,15,16,160,22,296,221,148,107,26,14,78,126,29,294,44
"497","2.4.1.60",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,3,1,2,2,NA,NA,3,1,NA,NA,1,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2.4.1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2.4.2.1",231,6,86,NA,504,860,627,360,406,387,887,362,619,303,280,862,579,50,424,219,112,866,774,86,685,187,412,683,461,382,112,283,1247,416,138,688,406
"500","2.4.2.10",131,4,108,NA,315,1112,1580,130,522,141,500,667,863,2017,89,66,307,26,1342,670,189,768,243,7598,8138,1659,1712,2226,167,148,1598,2894,524,327,7,737,205
"501","2.4.2.14",1794,40,414,37,2893,4029,5086,2792,5184,2967,5984,3278,5473,3941,2101,4130,3502,1695,5202,2417,974,4746,5483,16860,17144,3933,5405,6799,2219,1865,5256,5306,4515,2413,762,3448,3832
"502","2.4.2.17",63,NA,18,NA,139,621,240,31,68,106,176,44,97,403,46,26,186,6,139,67,53,302,57,116,493,152,283,259,68,49,35,600,85,92,2,164,65
"503","2.4.2.19",659,41,222,27,1629,1720,2023,1393,2032,1040,1965,1227,2019,2118,793,2377,1368,628,1807,740,367,2421,1458,4838,8094,1597,1890,2348,1163,972,2278,2888,1542,1069,424,1421,1099
"504","2.4.2.2",208,1,77,NA,650,342,411,1094,1394,1091,576,897,1111,129,326,1366,570,52,525,155,93,950,435,171,1992,379,269,781,715,544,92,71,1780,598,300,534,632
"505","2.4.2.21",233,1,34,2,515,478,549,409,1014,1269,373,766,1356,409,430,865,1516,144,511,146,162,533,278,3632,1410,1030,367,563,495,561,159,510,1603,350,175,622,314
"506","2.4.2.22",37,NA,18,NA,103,181,838,101,125,113,102,56,83,46,62,137,131,16,162,80,108,192,166,48,94,100,153,200,72,83,1372,56,127,110,27,268,170
"507","2.4.2.29",1363,13,508,4,2937,2421,3354,2447,4320,3380,5035,3239,5319,2782,1673,4397,3466,862,4449,1869,1269,5228,5706,9173,21706,3403,4493,5393,2972,2549,3276,3440,4651,2430,819,3314,3838
"508","2.4.2.3",3,808,819,1075,1225,861,296,909,326,245,157,30,86,21,62,2265,110,88,35,24,11,14,46,4,179,7,35,15,67,72,48,17,96,211,335,205,34
"509","2.4.2.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2.4.2.36",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,12,NA,NA,1,NA,NA,NA,NA,NA,NA
"511","2.4.2.4",150,1,47,NA,389,1185,217,195,364,143,457,167,297,1413,120,352,346,30,344,175,83,838,53,19,261,75,372,516,262,172,54,2168,319,219,61,307,100
"512","2.4.2.43",39,NA,28,NA,48,19,3,NA,20,NA,8,10,1,6,12,34,4,NA,94,55,13,179,1,NA,13,1,77,77,21,9,11,2,1,7,1,21,1
"513","2.4.2.44",124,14,55,19,156,102,354,177,554,159,268,353,453,112,93,173,161,410,523,255,51,273,154,3167,3447,627,567,926,78,80,73,154,319,245,184,240,137
"514","2.4.2.45",34,NA,16,NA,25,27,22,22,86,16,93,46,60,7,21,55,33,25,38,16,5,99,42,29,30,48,68,120,14,16,14,4,26,25,5,163,43
"515","2.4.2.46",12,NA,NA,NA,NA,2,NA,NA,NA,1,1,2,9,2,NA,NA,4,9,NA,NA,1,6,NA,NA,2,NA,7,24,36,3,1,NA,1,1,NA,50,9
"516","2.4.2.47",3,NA,9,NA,3,5,7,3,3,8,10,17,19,1,NA,4,4,20,8,4,NA,36,17,NA,NA,NA,34,91,16,12,5,1,7,NA,NA,133,25
"517","2.4.2.53",207,NA,83,NA,175,74,71,88,330,138,161,85,94,26,90,293,77,60,532,360,110,1217,248,75,243,88,509,748,96,61,56,31,73,144,39,203,237
"518","2.4.2.7",365,6,123,1,861,920,459,977,1086,429,1773,449,1056,585,654,1073,547,111,839,505,320,1238,227,121,2556,300,968,1370,578,582,241,638,714,476,164,586,245
"519","2.4.2.8",227,NA,46,NA,713,397,1008,888,1093,936,794,502,996,130,334,1324,706,50,437,107,64,632,1414,90,1188,178,408,308,669,516,1403,86,1018,531,225,570,844
"520","2.4.2.9",1010,272,583,376,1995,2074,2064,2481,2745,2884,2771,1777,3519,1999,1121,2761,2783,442,2150,946,504,2759,2392,610,10047,827,1876,2379,2060,1810,2022,2891,4310,1496,492,2066,1783
"521","2.4.99.12",4,NA,20,NA,34,116,103,2,35,3,42,78,115,156,2,45,28,26,73,19,20,80,6,1672,13,217,56,24,34,36,18,258,102,36,6,82,5
"522","2.4.99.16",926,1,127,1,544,294,218,641,1397,377,3153,234,1002,204,607,1269,541,469,591,174,112,1147,56,61,3915,59,897,618,870,579,221,152,560,1122,117,717,138
"523","2.4.99.19",NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,10,2,5,1,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,5
"524","2.5.1.10",45,NA,16,NA,165,133,45,272,306,266,119,57,106,32,105,319,140,36,124,23,10,216,114,44,291,75,56,73,102,88,23,16,215,171,90,147,184
"525","2.5.1.101",241,NA,31,NA,203,153,247,112,474,655,444,265,402,249,140,920,209,13,405,212,176,389,278,178,669,231,410,879,243,165,221,298,189,227,66,363,203
"526","2.5.1.115",NA,NA,NA,NA,11,2,NA,3,1,38,78,NA,5,42,NA,4,19,NA,NA,127,NA,NA,3,NA,685,NA,6,1,7,1,NA,23,38,18,4,6,4
"527","2.5.1.120",439,390,413,378,1115,491,332,1157,1323,1915,1949,728,1712,109,560,1470,2000,37,733,446,142,1514,1907,96,2882,362,476,700,755,752,148,72,1715,695,190,749,1384
"528","2.5.1.15",638,320,506,383,1402,1361,1428,1362,1682,1286,1483,1024,1830,866,631,2021,1186,459,1470,664,322,1725,1954,6388,7175,1168,1377,1967,1076,906,1330,1071,1539,831,410,1161,1356
"529","2.5.1.16",8,410,323,388,218,192,203,306,312,543,145,169,299,72,51,210,617,219,129,27,40,51,1303,1460,252,238,176,128,177,97,81,62,448,157,108,203,781
"530","2.5.1.17",37,248,201,212,179,357,186,164,301,251,402,209,286,433,89,374,442,30,164,72,117,289,526,149,156,139,119,316,182,158,84,457,248,97,143,145,233
"531","2.5.1.18",58,NA,43,NA,72,120,350,15,28,1,155,19,39,92,70,10,71,235,152,118,46,136,25,5,449,20,294,336,43,20,129,83,42,72,2,330,53
"532","2.5.1.19",1164,9,292,NA,2699,3018,3075,2717,3604,2435,2609,1821,3346,3562,1478,4028,2749,1613,3193,1600,605,2490,4915,9789,16847,2434,3433,4401,1416,1156,3062,5048,3031,1855,676,2600,3173
"533","2.5.1.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","2.5.1.3",82,3,9,NA,116,367,38,113,85,84,99,36,81,28,40,56,205,3,69,41,20,91,19,7,29,6,64,96,80,65,13,14,51,40,13,92,19
"535","2.5.1.30",28,NA,12,NA,49,55,42,74,97,116,159,41,62,26,22,140,83,23,66,50,6,109,237,7,330,18,23,32,85,64,14,23,104,81,24,103,251
"536","2.5.1.31",484,170,338,124,652,604,800,659,1395,929,1545,922,1508,744,613,1040,1125,418,1531,606,290,1445,2020,3255,7566,1098,1319,1659,848,717,622,863,1472,609,187,899,1097
"537","2.5.1.47",2920,18,1128,1,4735,4195,7771,4350,9722,4105,8781,6880,11376,4405,3573,9051,4371,1785,8905,4965,2107,12783,3244,10707,19283,4789,8334,14386,6660,5626,7452,5289,11755,4002,2396,5176,3116
"538","2.5.1.48",1501,60,323,65,2315,1695,976,2922,2297,1234,3193,872,1729,498,1218,3056,1042,853,2117,991,334,3047,1094,285,9302,528,1913,2824,1060,921,872,468,1770,1657,526,1859,1463
"539","2.5.1.54",1332,2492,3237,3173,3629,2233,1642,3921,5476,3672,5736,2160,4721,517,1865,7659,3127,1960,3458,1648,769,6299,1647,437,7957,988,2024,3974,3027,2543,738,414,4544,2578,1305,2683,2607
"540","2.5.1.55",1927,12,587,1,2574,3131,3612,2228,4276,2890,5484,3029,4902,4438,1981,3164,3702,1727,4658,2044,1213,5503,7193,11140,23637,3367,4833,6501,1949,1925,3673,6444,3698,1983,587,3226,4357
"541","2.5.1.6",4042,15,1255,6,7045,6791,7425,6257,10943,6669,11230,6558,11339,7743,5034,12599,6135,3230,10751,4764,2410,12642,5375,18641,41728,7544,9245,13486,6313,5322,6225,10448,11470,5677,2056,7796,5472
"542","2.5.1.61",586,434,719,405,914,1450,2545,799,2298,1177,1878,1548,2739,2119,696,1359,2114,1086,2555,1202,329,1960,4285,9672,9471,1801,2549,3997,856,829,2554,2811,2416,921,271,1653,2311
"543","2.5.1.68",175,164,181,169,275,210,158,275,617,393,434,174,286,97,229,671,403,38,243,77,57,507,101,74,693,155,263,246,247,194,140,94,671,201,220,281,106
"544","2.5.1.7",1811,18,558,2,3765,4398,5610,3412,7493,3728,8187,4582,7508,5619,2256,6310,4796,2745,6347,3030,1587,7573,7542,14389,23724,3912,5865,8728,3700,3047,5025,7542,6678,2958,1128,4418,5025
"545","2.5.1.72",178,NA,79,NA,238,1555,2122,20,60,84,317,774,366,3266,36,36,430,25,1503,719,219,760,279,11135,6952,1614,1182,2950,83,69,2910,4671,411,123,1,583,51
"546","2.5.1.74",2,NA,1,NA,37,21,5,20,33,21,20,3,26,30,2,27,15,4,27,12,3,27,19,78,32,107,28,20,45,44,9,31,68,55,4,80,41
"547","2.5.1.75",216,1,24,7,341,1098,1250,144,438,173,370,640,477,2221,117,153,410,351,1143,560,174,490,444,6409,7735,1227,1381,2554,148,87,1061,2564,434,311,48,687,277
"548","2.5.1.78",505,2,231,1,1194,981,1699,1165,2884,2142,1819,1894,3444,643,849,2152,2435,686,1657,720,338,2494,4697,4674,3311,1169,1255,1642,1741,1469,1662,706,3206,1014,527,1355,2237
"549","2.5.1.86",8,4,9,NA,28,16,37,24,35,41,42,32,46,39,17,42,46,216,65,22,5,46,6,6,61,13,47,41,19,34,20,22,37,29,17,36,9
"550","2.5.1.88",68,NA,9,NA,239,159,102,249,191,133,184,123,181,100,62,505,79,9,161,66,42,172,148,175,365,66,194,414,175,100,40,128,247,135,85,149,99
"551","2.5.1.9",58,NA,4,NA,84,85,256,85,67,33,85,68,110,56,34,94,53,5,119,58,50,41,41,314,231,63,75,303,64,36,101,49,62,43,19,112,17
"552","2.5.1.90",309,5,63,NA,471,1193,1186,295,893,379,1085,958,1196,2583,409,287,625,467,1792,754,377,982,695,7720,9360,1584,2052,2340,416,305,994,4022,741,486,80,976,462
"553","2.5.1.94",4,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,7,NA
"554","2.5.1.96",NA,NA,NA,NA,1,2,4,NA,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,130,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,NA
"555","2.5.1.97",1,NA,13,NA,55,38,79,50,127,82,120,29,62,123,17,121,31,NA,85,37,24,116,10,80,885,43,63,108,67,62,46,260,37,34,12,50,41
"556","2.5.1.99",205,NA,69,1,280,263,162,224,415,310,820,193,402,653,333,556,209,57,490,434,193,704,202,204,3588,297,410,607,199,171,66,778,672,281,74,289,245
"557","2.5.1.n9",NA,1,NA,NA,8,25,43,NA,1,2,41,5,1,2,1,NA,17,NA,2,NA,5,5,6,NA,NA,NA,4,1,14,4,11,3,NA,27,19,3,NA
"558","2.6.1.1",530,58,108,34,1312,1005,656,972,1354,2634,1912,591,1088,738,563,1547,2440,684,912,430,210,1375,3162,1035,5826,523,984,1186,493,454,616,991,1795,887,481,1240,2088
"559","2.6.1.102",852,437,658,430,1035,1673,939,1033,2318,990,2222,1403,1844,419,985,2724,1166,773,2299,748,327,2497,2470,6250,2703,1233,1244,1864,1473,1045,704,398,1836,805,795,1042,1879
"560","2.6.1.104",NA,NA,NA,NA,11,10,25,13,67,14,5,6,26,3,7,53,23,NA,25,2,4,18,4,20,3,13,18,14,24,14,12,5,23,16,29,9,3
"561","2.6.1.105",208,14,43,1,367,253,384,446,1228,943,537,636,1324,40,527,1013,1149,471,384,167,87,385,2620,72,1137,184,216,362,543,473,91,53,1080,398,203,476,1471
"562","2.6.1.13",261,8,234,NA,772,424,595,798,2130,1021,2700,818,1841,281,760,1945,629,80,1641,633,261,2778,1006,1751,5813,1799,748,2471,1552,1283,245,163,2480,1166,412,1343,1229
"563","2.6.1.16",2607,2028,2349,2147,4555,5122,6487,4820,8175,5478,8053,4475,7146,5300,3071,7525,5729,1696,7198,3247,1607,8001,7734,19391,29521,5692,7321,9546,3861,3226,5840,7070,6970,3556,1765,5520,5371
"564","2.6.1.18",311,1,108,NA,452,2046,1316,81,193,251,796,194,245,1684,173,133,776,448,778,543,246,666,95,18,2699,44,1165,1928,226,118,416,2485,476,358,15,886,79
"565","2.6.1.19",136,174,143,148,449,411,488,289,221,290,192,168,275,2141,125,668,110,40,240,65,73,434,71,31,369,63,276,286,162,111,686,3304,577,156,131,305,65
"566","2.6.1.2",1106,127,313,134,1334,2692,4519,859,3506,1522,2995,2293,3275,3864,1567,2434,2688,1920,3959,1573,887,2640,4695,15040,20672,3344,4184,5777,971,829,4407,5922,2630,1528,426,2794,2538
"567","2.6.1.30",1,NA,NA,NA,10,8,2,4,7,14,30,NA,9,NA,13,2,5,10,17,3,5,64,NA,NA,6,1,28,14,13,12,3,1,NA,23,1,19,NA
"568","2.6.1.34",10,1,7,NA,45,27,68,14,67,53,67,38,132,36,20,44,31,3,134,84,9,104,35,112,115,269,50,154,61,77,14,33,46,32,9,46,29
"569","2.6.1.39",41,NA,42,NA,409,318,84,325,334,997,138,126,240,669,101,934,1393,11,217,104,85,607,419,44,461,92,156,401,181,185,38,1063,609,263,168,368,404
"570","2.6.1.42",722,821,654,632,1150,664,617,1552,2089,1607,2598,1042,2031,299,718,2260,1165,258,2056,661,375,2568,847,473,3155,578,1429,2429,1381,1180,516,241,1270,1077,498,1191,998
"571","2.6.1.48",206,544,486,518,475,1160,552,414,409,485,548,209,444,1383,331,591,548,533,557,289,74,882,204,53,946,121,644,1069,316,235,384,1763,712,324,168,540,197
"572","2.6.1.51",211,1,35,NA,800,446,484,717,1547,478,566,554,1109,68,452,1958,602,67,208,95,52,405,576,59,843,123,89,208,563,438,197,53,1078,350,399,310,329
"573","2.6.1.52",567,1,160,1,1053,1281,1962,805,1270,531,1175,1092,1890,1810,482,732,705,1109,2755,1172,325,1421,534,9000,11957,2373,2900,3672,829,769,2630,2793,994,903,87,1637,500
"574","2.6.1.59",295,1,72,5,319,395,199,172,587,751,419,296,558,164,372,454,239,136,1583,424,182,584,1197,569,6526,1330,770,1150,497,408,209,119,524,446,151,450,651
"575","2.6.1.62",246,1,53,NA,409,529,1799,320,985,346,674,304,725,922,230,235,270,136,570,252,136,478,189,2883,734,988,983,694,263,228,2508,1151,275,284,66,565,290
"576","2.6.1.66",38,NA,NA,NA,97,41,19,2,6,415,119,16,64,39,14,171,23,5,54,42,22,42,20,3,28,4,68,22,29,54,6,30,41,106,17,92,24
"577","2.6.1.81",397,713,722,755,627,960,2760,697,1068,876,1081,586,965,491,574,1103,667,217,1045,380,327,1007,477,669,3176,269,995,967,591,495,3644,587,1035,540,188,956,402
"578","2.6.1.82",363,258,211,198,979,617,330,1435,985,865,703,546,964,600,670,1034,719,625,709,267,210,898,543,597,3161,628,484,988,665,481,315,760,1174,500,473,592,540
"579","2.6.1.83",1605,6,355,NA,2493,1132,1648,3221,4560,1560,3472,2445,4712,756,2179,3682,1615,516,2806,1856,536,3001,296,290,6828,681,1212,1861,2881,2771,768,650,4517,1302,1075,1229,581
"580","2.6.1.84",57,NA,12,NA,66,51,47,169,147,129,148,41,83,29,63,143,35,7,51,23,12,354,26,1,498,12,92,115,78,44,18,25,56,81,18,91,42
"581","2.6.1.85",1388,495,836,593,2765,2979,3300,2789,4204,3033,4517,2731,4536,2235,1969,3466,3917,1792,4085,1795,843,3854,5167,8283,16815,2547,4025,4761,2178,1765,2708,2816,4444,2075,843,2836,3133
"582","2.6.1.87",56,118,125,161,92,85,64,46,121,45,80,46,81,80,70,199,51,10,397,223,49,548,19,76,978,45,125,344,101,61,45,74,82,53,14,55,11
"583","2.6.1.88",89,1,40,NA,276,1195,1068,42,332,109,474,205,553,1464,87,85,438,33,583,312,123,401,79,208,4707,418,614,875,153,151,850,2092,431,269,9,433,85
"584","2.6.1.92",16,NA,11,NA,52,42,53,30,72,22,39,24,19,94,8,151,30,1,57,26,16,105,9,15,7,7,57,86,18,18,14,138,17,17,11,20,10
"585","2.6.1.98",482,84,219,107,568,400,587,453,1061,532,1223,737,1329,332,606,1237,438,147,1112,611,337,1295,317,2696,5181,1114,1345,1450,877,906,230,298,959,579,322,780,408
"586","2.6.99.2",483,2,150,NA,699,626,2006,477,2021,955,1437,1301,2089,795,919,1150,1110,1105,2285,1058,559,1758,2554,5967,9339,1479,1874,2682,764,749,2220,705,1817,811,294,1123,1476
"587","2.7.1.100",6,3,NA,NA,50,97,137,19,5,31,57,7,8,15,11,5,68,2,9,3,13,30,NA,2,17,5,17,7,11,7,4,10,19,15,1,34,3
"588","2.7.1.107",33,3,12,NA,58,57,143,72,91,102,93,33,57,13,14,100,62,4,32,10,5,75,21,19,19,67,14,13,82,57,17,6,158,76,12,43,36
"589","2.7.1.11",991,1673,2056,2066,2920,2331,1619,2801,4345,4350,3100,2817,4375,875,1526,4661,3991,167,3581,1655,437,4782,5604,1437,11757,2727,2269,4878,3264,2351,799,653,7292,2456,2630,2995,4449
"590","2.7.1.113",3,NA,NA,NA,21,17,51,6,26,56,34,17,33,7,7,48,23,1,14,10,NA,11,7,13,193,18,7,5,31,44,3,6,32,14,9,13,14
"591","2.7.1.130",68,1,25,NA,106,281,265,11,132,38,133,254,309,179,63,29,74,41,412,173,65,239,70,2406,1423,442,456,627,62,29,172,181,165,114,5,229,31
"592","2.7.1.148",173,NA,29,NA,502,830,1002,385,585,780,509,577,710,1002,172,744,1295,198,858,391,138,566,1868,4728,2609,881,905,1205,307,184,1198,1610,848,311,148,719,842
"593","2.7.1.15",34,1,2,NA,123,70,26,117,96,50,56,42,100,15,42,147,67,36,78,51,20,225,6,7,183,29,37,65,42,117,15,13,105,52,11,84,31
"594","2.7.1.162",15,NA,8,NA,4,6,25,3,30,3,16,21,41,11,10,25,7,NA,54,31,12,119,1,58,29,63,5,28,61,51,4,10,65,14,13,16,22
"595","2.7.1.165",242,215,246,184,431,593,306,616,956,774,748,289,851,438,458,1131,738,132,381,176,58,670,192,82,1814,127,331,403,402,325,95,584,930,485,725,390,318
"596","2.7.1.166",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2.7.1.167",517,2,154,NA,367,156,726,193,1084,561,789,681,1382,338,390,630,530,639,1260,743,347,1131,983,2585,3256,1138,1527,2636,461,366,178,306,934,516,111,695,435
"598","2.7.1.170",95,NA,22,NA,246,371,571,263,453,70,295,137,102,149,178,268,190,175,310,227,73,318,139,124,1585,64,609,800,51,60,635,131,168,145,26,322,164
"599","2.7.1.175",65,1,4,NA,63,33,27,72,141,28,235,29,106,12,68,104,70,10,40,19,2,55,12,4,285,11,70,69,104,56,24,9,43,131,5,79,15
"600","2.7.1.177",NA,NA,NA,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1,NA
"601","2.7.1.179",NA,NA,NA,NA,9,6,3,19,16,2,NA,NA,4,NA,2,7,7,1,1,1,NA,2,NA,1,NA,NA,1,2,NA,1,2,1,NA,8,1,11,5
"602","2.7.1.180",9,NA,2,NA,79,117,96,82,267,23,251,60,148,32,123,107,49,1,115,29,11,61,39,99,1151,61,125,113,58,70,30,24,118,87,16,71,76
